1069,817
1069,817
1069,817
1069,817
1062,817
1050,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1047,818
1010,811
898,793
876,791
869,789
865,786
864,785
864,785
867,772
868,761
868,761
868,761
868,761
868,761
868,761
868,761
868,761
868,761
868,761
868,761
807,987
734,1200
747,1233
747,1233
747,1233
747,1233
747,1233
748,1232
749,1231
760,1227
888,1213
1513,1199
2017,1200
2271,1162
2438,1093
2507,1069
2488,1069
2432,1077
2432,1077
2432,1077
2432,1077
2432,1077
2432,1077
2419,1080
2421,1080
2387,1085
1903,1278
1551,1333
1546,1333
1546,1333
1546,1333
1546,1333
1492,1318
1190,1313
901,1326
800,1319
797,1319
